,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
677,2.16,"7km E of Santa Clarita, CA",153479692750,1454031467500,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317442&format=geojson,,,,,reviewed,0,72,ci,3317442,",usp00008rz,ci3317442,",",us,ci,",",origin,phase-data,",11,,0.36,60,mh,earthquake,"M 2.2 - 7km E of Santa Clarita, CA",580,Point,"[-118.4288333, 34.4071667, 4.48]",580
678,2.67,"21 km NW of Parkfield, California",153484591680,1481753624022,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021713&format=geojson,,,,,reviewed,0,110,nc,1021713,",nc1021713,",",nc,",",nearby-cities,origin,phase-data,",12,0.1189,0.05,141,md,earthquake,"M 2.7 - 21 km NW of Parkfield, California",579,Point,"[-120.6091667, 36.0353333, 4.785]",579
679,2.2,"7 km W of Sumas, Washington",153502601490,1469405538420,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859813,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859813&format=geojson,,,,,reviewed,0,74,uw,10859813,",uw10859813,",",uw,",",origin,phase-data,",3,0.4401,0.12,295,md,earthquake,"M 2.2 - 7 km W of Sumas, Washington",578,Point,"[-122.3621667, 48.9903333, 3.827]",578
680,4.4,"1 km N of Cantua Creek, California",153528542040,1481753631665,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021715,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021715&format=geojson,,,,,reviewed,0,298,nc,1021715,",nc1021715,ci3317445,",",nc,ci,",",nearby-cities,origin,phase-data,",33,0.1874,0.12,199,md,earthquake,"M 4.4 - 1 km N of Cantua Creek, California",577,Point,"[-120.3151667, 36.5175, 3.512]",577
681,3.55,"1 km NNE of Aromas, California",153531868910,1481753635963,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021716&format=geojson,,,,,reviewed,0,194,nc,1021716,",nc1021716,",",nc,",",nearby-cities,origin,phase-data,",24,0.03514,0.15,77,md,quarry blast,"M 3.6 Quarry Blast - 1 km NNE of Aromas, California",576,Point,"[-121.6341667, 36.9046667, -0.125]",576
682,2.61,"5 km ESE of Interlaken, California",153553694000,1481753640211,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021717&format=geojson,,,,,reviewed,0,105,nc,1021717,",nc1021717,",",nc,",",nearby-cities,origin,phase-data,",30,0.01622,0.07,79,md,earthquake,"M 2.6 - 5 km ESE of Interlaken, California",575,Point,"[-121.6805, 36.9363333, 11.929]",575
683,2.04,"4km NNE of Granada Hills, CA",153573871820,1454032078160,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317446&format=geojson,,,,,reviewed,0,64,ci,3317446,",ci3317446,",",ci,",",origin,phase-data,",10,,0.41,84,mh,earthquake,"M 2.0 - 4km NNE of Granada Hills, CA",574,Point,"[-118.4938333, 34.3038333, 0.19]",574
684,2.83,"5 km NE of East Foothills, California",153575722960,1481753646960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021718,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021718&format=geojson,,,,,reviewed,0,123,nc,1021718,",nc1021718,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",45,0.04685,0.05,80,md,earthquake,"M 2.8 - 5 km NE of East Foothills, California",573,Point,"[-121.7646667, 37.4138333, 6.612]",573
685,2,"10 km SE of Ashford, Washington",153597524230,1469405538770,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859818,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859818&format=geojson,,,,,reviewed,0,62,uw,10859818,",uw10859818,",",uw,",",origin,phase-data,",4,,0.12,227,md,earthquake,"M 2.0 - 10 km SE of Ashford, Washington",572,Point,"[-121.919, 46.7066667, 29.691]",572
686,2.3,"16km NE of Apple Valley, CA",153604639500,1454031792320,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322683,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322683&format=geojson,,,,,reviewed,0,81,ci,12322683,",ci12322683,",",ci,",",origin,",,,,,mh,quarry blast,"M 2.3 Quarry Blast - 16km NE of Apple Valley, CA",571,Point,"[-117.045, 34.59, 3.68]",571
687,2.24,"2 km SSW of Bonny Doon, California",153616621650,1481753667528,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021723,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021723&format=geojson,,,,,reviewed,0,77,nc,1021723,",nc1021723,",",nc,",",nearby-cities,origin,phase-data,",7,0.04775,0.1,183,md,quarry blast,"M 2.2 Quarry Blast - 2 km SSW of Bonny Doon, California",570,Point,"[-122.1615, 37.0206667, -0.417]",570
688,2.8,"24km W of Ludlow, CA",153621647480,1454031793190,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322691&format=geojson,,,,,reviewed,0,121,ci,12322691,",ci12322691,",",ci,",",origin,",,,,,mh,quarry blast,"M 2.8 Quarry Blast - 24km W of Ludlow, CA",569,Point,"[-116.422, 34.745, 1.76]",569
689,2.03,"1 km WSW of Cambrian Park, California",153623667750,1481753671153,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021724,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021724&format=geojson,,,,,reviewed,0,63,nc,1021724,",nc1021724,",",nc,",",nearby-cities,origin,phase-data,",12,0.1081,0.04,109,md,earthquake,"M 2.0 - 1 km WSW of Cambrian Park, California",568,Point,"[-121.9516667, 37.2533333, 7.829]",568
690,2.03,Northern California,153630073810,1481753674941,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021725,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021725&format=geojson,,,,,reviewed,0,63,nc,1021725,",nc1021725,",",nc,",",nearby-cities,origin,phase-data,",10,0.07748,0.03,113,md,earthquake,M 2.0 - Northern California,567,Point,"[-121.5326667, 37.1361667, 7.436]",567
691,2,"3 km W of Belfair, Washington",153637863930,1469405539040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859823&format=geojson,,,,,reviewed,0,62,uw,10859823,",uw10859823,",",uw,",",origin,phase-data,",7,0.1112,0.49,152,md,earthquake,"M 2.0 - 3 km W of Belfair, Washington",566,Point,"[-122.8716667, 47.4523333, -0.812]",566
692,2.64,"14 km N of Morgan Hill, California",153660169800,1481753705730,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021732&format=geojson,,,,,reviewed,0,107,nc,1021732,",nc1021732,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",37,0.02072,0.07,73,md,earthquake,"M 2.6 - 14 km N of Morgan Hill, California",565,Point,"[-121.6483333, 37.2606667, 4.193]",565
693,3.56,"61km NNE of Dixon Lane-Meadow Creek, CA",153678038270,1454029995350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317454,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317454&format=geojson,,,,,reviewed,0,195,ci,3317454,",ci3317454,",",ci,",",origin,phase-data,",4,0.832,0.08,330,ml,earthquake,"M 3.6 - 61km NNE of Dixon Lane-Meadow Creek, CA",564,Point,"[-118.1065, 37.8818333, 6]",564
694,2.66,"6 km NE of East Foothills, California",153689843890,1481753717020,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021735&format=geojson,,,,,reviewed,0,109,nc,1021735,",nc1021735,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",31,0.04324,0.04,81,md,earthquake,"M 2.7 - 6 km NE of East Foothills, California",563,Point,"[-121.766, 37.4178333, 7.192]",563
695,2.52,"9 km NW of Hollister, California",153696588010,1481753722196,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021736&format=geojson,,,,,reviewed,0,98,nc,1021736,",nc1021736,",",nc,",",nearby-cities,origin,phase-data,",24,0.03514,0.12,57,md,earthquake,"M 2.5 - 9 km NW of Hollister, California",562,Point,"[-121.4713333, 36.9195, 4.266]",562
696,2.11,"9 km NW of Hollister, California",153697544030,1481753726079,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021737&format=geojson,,,,,reviewed,0,68,nc,1021737,",nc1021737,",",nc,",",nearby-cities,origin,phase-data,",14,0.03694,0.13,83,md,earthquake,"M 2.1 - 9 km NW of Hollister, California",561,Point,"[-121.4693333, 36.9191667, 4.034]",561
697,4.4,"207 km SW of Port McNeill, Canada",153697698200,1415316087418,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008sz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008sz&format=geojson,,,,,reviewed,0,298,us,p00008sz,",usp00008sz,",",us,",",origin,",,,,,mb,earthquake,"M 4.4 - 207 km SW of Port McNeill, Canada",560,Point,"[-129.229, 49.336, 33]",560
698,4.34,"12 km S of Tres Pinos, California",153702059810,1481753740320,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021740&format=geojson,,,,,reviewed,0,290,nc,1021740,",nc1021740,ci3317455,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",71,0.02342,0.06,68,md,earthquake,"M 4.3 - 12 km S of Tres Pinos, California",559,Point,"[-121.2996667, 36.6758333, 4.162]",559
699,2.2,"13 km W of Packwood, Washington",153716881220,1469405540720,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859838,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859838&format=geojson,,,,,reviewed,0,74,uw,10859838,",uw10859838,",",uw,",",origin,phase-data,",8,0.3758,0.13,196,md,earthquake,"M 2.2 - 13 km W of Packwood, Washington",558,Point,"[-121.8388333, 46.5838333, 5.227]",558
700,2.32,"24 km NE of Soledad, California",153741052720,1481753771310,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021747,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021747&format=geojson,,,,,reviewed,0,83,nc,1021747,",nc1021747,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",26,0.03694,0.02,61,md,earthquake,"M 2.3 - 24 km NE of Soledad, California",557,Point,"[-121.1365, 36.5828333, 11.042]",557
701,2.48,"7 km NE of Ridgemark, California",153747167250,1481753780723,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021749&format=geojson,,,,,reviewed,0,95,nc,1021749,",nc1021749,",",nc,",",nearby-cities,origin,phase-data,",21,0.02342,0.04,64,md,earthquake,"M 2.5 - 7 km NE of Ridgemark, California",556,Point,"[-121.3045, 36.8611667, 6.161]",556
702,2.2,"1 km NNW of Hamilton, Washington",153755380060,1469405544820,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859858,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859858&format=geojson,,,,,reviewed,0,74,uw,10859858,",uw10859858,",",uw,",",origin,phase-data,",7,,0.35,247,md,earthquake,"M 2.2 - 1 km NNW of Hamilton, Washington",555,Point,"[-121.9973333, 48.5326667, 1.74]",555
703,2.66,"18 km WNW of Ferndale, California",153766099740,1481753788229,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021751&format=geojson,,,,,reviewed,0,109,nc,1021751,",nc1021751,",",nc,",",nearby-cities,origin,phase-data,",7,0.2523,0.08,315,md,earthquake,"M 2.7 - 18 km WNW of Ferndale, California",554,Point,"[-124.4618333, 40.6358333, 26.625]",554
704,2.09,"25 km NE of Greenfield, California",153771425480,1481753791971,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021752&format=geojson,,,,,reviewed,0,67,nc,1021752,",nc1021752,",",nc,",",nearby-cities,origin,phase-data,",10,0.04414,0.05,111,md,earthquake,"M 2.1 - 25 km NE of Greenfield, California",553,Point,"[-121.0196667, 36.4686667, 7.253]",553
705,2.48,"5 km SSW of Gilroy, California",153774886290,1481753795703,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021753,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021753&format=geojson,,,,,reviewed,0,95,nc,1021753,",nc1021753,",",nc,",",nearby-cities,origin,phase-data,",15,0.06396,0.08,53,md,earthquake,"M 2.5 - 5 km SSW of Gilroy, California",552,Point,"[-121.5935, 36.9643333, 8.452]",552
706,2.4,"6km NNW of Boron, CA",153788725970,1454030333230,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322695&format=geojson,,,,,reviewed,0,89,ci,12322695,",ci12322695,",",ci,",",origin,",,,,,mh,quarry blast,"M 2.4 Quarry Blast - 6km NNW of Boron, CA",551,Point,"[-117.6758333, 35.0493333, 1.09]",551
707,3.38,"7 km ESE of Prunedale, California",153792027480,1481753799724,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021754,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021754&format=geojson,,,,,reviewed,0,176,nc,1021754,",nc1021754,",",nc,",",nearby-cities,origin,phase-data,",30,0.05135,0.11,80,md,quarry blast,"M 3.4 Quarry Blast - 7 km ESE of Prunedale, California",550,Point,"[-121.5976667, 36.7501667, 2.779]",550
708,2.21,"23 km NE of King City, California",153793544490,1481753803464,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021755,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021755&format=geojson,,,,,reviewed,0,75,nc,1021755,",nc1021755,",",nc,",",nearby-cities,origin,phase-data,",7,0.02973,0.04,89,md,earthquake,"M 2.2 - 23 km NE of King City, California",549,Point,"[-120.919, 36.3446667, 3.23]",549
709,2.35,"8 km NE of Gilroy, California",153798441540,1481753807578,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021756&format=geojson,,,,,reviewed,0,85,nc,1021756,",nc1021756,",",nc,",",nearby-cities,origin,phase-data,",23,0.04144,0.09,58,md,earthquake,"M 2.4 - 8 km NE of Gilroy, California",548,Point,"[-121.5091667, 37.0618333, 5.848]",548
710,2.54,"2km NNE of Muscoy, CA",153816065270,1454031759840,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317451&format=geojson,,,,,reviewed,0,99,ci,3317451,",ci3317451,",",ci,",",origin,phase-data,",14,,0.34,72,ml,earthquake,"M 2.5 - 2km NNE of Muscoy, CA",547,Point,"[-117.3396667, 34.1698333, 4.5]",547
711,4.16,"211km SSE of Estacion Coahuila, B.C., MX",153819539430,1454029995980,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317452&format=geojson,,,,,reviewed,0,266,ci,3317452,",ci3317452,",",ci,",",origin,phase-data,",7,2.274,0.27,330,ml,earthquake,"M 4.2 - 211km SSE of Estacion Coahuila, B.C., MX",546,Point,"[-113.8145, 30.5885, 6]",546
712,2.24,"29 km SE of Tres Pinos, California",153834949510,1481753829380,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021761&format=geojson,,,,,reviewed,0,77,nc,1021761,",nc1021761,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",27,0.04234,0.17,97,md,earthquake,"M 2.2 - 29 km SE of Tres Pinos, California",545,Point,"[-121.072, 36.6113333, 1.226]",545
713,2.8,"10km E of Borrego Springs, CA",153835619100,1454031793610,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322703&format=geojson,,,,,reviewed,0,121,ci,12322703,",ci12322703,",",ci,",",origin,",,,,,mh,earthquake,"M 2.8 - 10km E of Borrego Springs, CA",544,Point,"[-116.272, 33.2503333, 5]",544
714,2.41,"21 km NE of Soledad, California",153884868590,1481753836960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021762&format=geojson,,,,,reviewed,0,89,nc,1021762,",nc1021762,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",35,0.00991,0.05,58,md,earthquake,"M 2.4 - 21 km NE of Soledad, California",543,Point,"[-121.1735, 36.5758333, 2.385]",543
715,3.62,"23 km NNE of San Lucas, California",153885518510,1481753844250,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021763,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021763&format=geojson,,,,,reviewed,0,202,nc,1021763,",nc1021763,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",31,0.04324,0.05,79,md,earthquake,"M 3.6 - 23 km NNE of San Lucas, California",542,Point,"[-120.8801667, 36.3038333, 4.652]",542
716,2.27,"14km SSE of Santa Barbara, CA",153892043610,1454031468020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317457&format=geojson,,,,,reviewed,0,79,ci,3317457,",ci3317457,",",ci,",",origin,phase-data,",7,,0.69,207,mh,earthquake,"M 2.3 - 14km SSE of Santa Barbara, CA",541,Point,"[-119.6411667, 34.311, 16.12]",541
717,2.56,"23 km NW of Parkfield, California",153900691950,1481753849452,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021764,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021764&format=geojson,,,,,reviewed,0,101,nc,1021764,",nc1021764,",",nc,",",nearby-cities,origin,phase-data,",15,0.1586,0.08,115,md,earthquake,"M 2.6 - 23 km NW of Parkfield, California",540,Point,"[-120.6285, 36.042, 2.198]",540
718,3.01,"8km E of Borrego Springs, CA",153922019210,1454030897620,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317459,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317459&format=geojson,,,,,reviewed,0,139,ci,3317459,",ci3317459,",",ci,",",origin,phase-data,",10,0.4511,0.58,99,ml,earthquake,"M 3.0 - 8km E of Borrego Springs, CA",539,Point,"[-116.2891667, 33.2501667, 6]",539
719,2.21,"5 km SSW of Gilroy, California",153922116780,1481753853088,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021765,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021765&format=geojson,,,,,reviewed,0,75,nc,1021765,",nc1021765,",",nc,",",nearby-cities,origin,phase-data,",10,0.005405,0.04,78,md,earthquake,"M 2.2 - 5 km SSW of Gilroy, California",538,Point,"[-121.5898333, 36.9576667, 3.103]",538
720,3.22,"31 km NE of Trinity Village, California",153922335020,1481753856843,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021766&format=geojson,,,,,reviewed,0,160,nc,1021766,",nc1021766,",",nc,",",nearby-cities,origin,phase-data,",7,0.4126,0.06,299,md,earthquake,"M 3.2 - 31 km NE of Trinity Village, California",537,Point,"[-123.2485, 41.065, 37.024]",537
721,2.31,"9 km NW of Parkfield, California",153924776320,1481753860672,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021767&format=geojson,,,,,reviewed,0,82,nc,1021767,",nc1021767,",",nc,",",nearby-cities,origin,phase-data,",8,0.03514,0.04,143,md,earthquake,"M 2.3 - 9 km NW of Parkfield, California",536,Point,"[-120.5126667, 35.9616667, 8.828]",536
722,4,"229 km WNW of Bandon, Oregon",153927909300,1415316087456,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008u1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008u1&format=geojson,,,,,reviewed,0,246,us,p00008u1,",usp00008u1,",",us,",",origin,",,,,,mb,earthquake,"M 4.0 - 229 km WNW of Bandon, Oregon",535,Point,"[-127.124, 43.709, 33]",535
723,2.21,"8 km E of Swall Meadows, California",153932302240,1481753868354,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021769,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021769&format=geojson,,,,,reviewed,0,75,nc,1021769,",nc1021769,",",nc,",",nearby-cities,origin,phase-data,",10,0.482,0.08,323,md,earthquake,"M 2.2 - 8 km E of Swall Meadows, California",534,Point,"[-118.55, 37.5158333, 2.649]",534
724,5.1,"217 km W of Bandon, Oregon",153934079400,1415316087459,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008u4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00008u4&format=geojson,,,,,reviewed,0,400,us,p00008u4,",usp00008u4,",",us,",",origin,",,,,,mb,earthquake,"M 5.1 - 217 km W of Bandon, Oregon",533,Point,"[-127.036, 43.498, 12]",533
725,2.48,"8 km ENE of San Martin, California",153935297290,1481753874920,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021770&format=geojson,,,,,reviewed,0,95,nc,1021770,",nc1021770,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",37,0.06486,0.05,102,md,earthquake,"M 2.5 - 8 km ENE of San Martin, California",532,Point,"[-121.5236667, 37.119, 7.754]",532
726,2.18,"11 km ESE of Gilroy, California",153950298600,1481753883328,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021772,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021772&format=geojson,,,,,reviewed,0,73,nc,1021772,",nc1021772,",",nc,",",nearby-cities,origin,phase-data,",8,0.04414,0.03,128,md,earthquake,"M 2.2 - 11 km ESE of Gilroy, California",531,Point,"[-121.4518333, 36.9615, 3.238]",531
727,2.38,"10 km NE of San Martin, California",153952801780,1481753887193,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021773,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021773&format=geojson,,,,,reviewed,0,87,nc,1021773,",nc1021773,",",nc,",",nearby-cities,origin,phase-data,",27,0.06757,0.07,96,md,earthquake,"M 2.4 - 10 km NE of San Martin, California",530,Point,"[-121.5401667, 37.1575, 7.906]",530
728,3.69,"10 km NE of Milpitas, California",153971434210,1481753904180,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021777&format=geojson,,,,,reviewed,0,209,nc,1021777,",nc1021777,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",50,0.03243,0.08,72,md,earthquake,"M 3.7 - 10 km NE of Milpitas, California",529,Point,"[-121.805, 37.4831667, 6.877]",529
729,3.15,"15 km N of Sunny Slopes, California",153972292510,1481753912605,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021779,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021779&format=geojson,,,,,reviewed,0,153,nc,1021779,",nc1021779,ci3317460,",",nc,ci,",",nearby-cities,origin,phase-data,",12,0.3901,0.05,317,md,earthquake,"M 3.2 - 15 km N of Sunny Slopes, California",528,Point,"[-118.6896667, 37.708, 2.923]",528
730,3.61,"30 km ENE of Greenfield, California",153974194450,1481753928610,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021782&format=geojson,,,,,reviewed,0,200,nc,1021782,",nc1021782,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",33,0.1423,0.46,99,md,earthquake,"M 3.6 - 30 km ENE of Greenfield, California",527,Point,"[-120.9508333, 36.467, 50.839]",527
731,2.57,"21 km NE of Soledad, California",153975456030,1481753936040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021783&format=geojson,,,,,reviewed,0,102,nc,1021783,",nc1021783,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",55,0.006306,0.04,49,md,earthquake,"M 2.6 - 21 km NE of Soledad, California",526,Point,"[-121.182, 36.581, 7.019]",526
732,2.52,"24 km NE of Greenfield, California",153977612940,1481753940983,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021784&format=geojson,,,,,reviewed,0,98,nc,1021784,",nc1021784,",",nc,",",nearby-cities,origin,phase-data,",7,0.02523,0.14,117,md,earthquake,"M 2.5 - 24 km NE of Greenfield, California",525,Point,"[-121.017, 36.4498333, -0.612]",525
733,3.19,"25 km NE of Greenfield, California",153978497390,1481753944652,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021785,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021785&format=geojson,,,,,reviewed,0,157,nc,1021785,",nc1021785,",",nc,",",nearby-cities,origin,phase-data,",21,0.02432,0.15,76,md,earthquake,"M 3.2 - 25 km NE of Greenfield, California",524,Point,"[-121.0126667, 36.4481667, -0.2]",524
734,3.18,"13km ENE of Ridgecrest, CA",153989031870,1454030602020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317463&format=geojson,,,,,reviewed,0,156,ci,3317463,",usp00008u9,ci3317463,",",us,ci,",",origin,phase-data,",13,0.1413,0.39,137,ml,earthquake,"M 3.2 - 13km ENE of Ridgecrest, CA",523,Point,"[-117.5478333, 35.68, 3.46]",523
735,2.94,"22 km NE of San Lucas, California",153993051250,1481753948479,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021786&format=geojson,,,,,reviewed,0,133,nc,1021786,",nc1021786,",",nc,",",nearby-cities,origin,phase-data,",11,0.07297,0.03,129,md,earthquake,"M 2.9 - 22 km NE of San Lucas, California",522,Point,"[-120.853, 36.2805, 6.102]",522
736,2.2,"1 km ENE of Klamath, California",153999819560,1481753960067,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021790,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021790&format=geojson,,,,,reviewed,0,74,nc,1021790,",nc1021790,",",nc,",",nearby-cities,origin,phase-data,",4,0.4604,0.22,354,md,earthquake,"M 2.2 - 1 km ENE of Klamath, California",521,Point,"[-124.0213333, 41.5326667, 2.084]",521
737,3.5,"21km NE of Neenach, CA",154000769390,1454031469020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317467,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317467&format=geojson,,,,,reviewed,0,188,ci,3317467,",usp00008ub,ci3317467,",",us,ci,",",origin,phase-data,",21,,0.5,102,ml,earthquake,"M 3.5 - 21km NE of Neenach, CA",520,Point,"[-118.4165, 34.8866667, 0.72]",520
